Carat Weight;Cut;Color;Clarity;Polish;Symmetry;Report;class
"[0.9;1)";Ideal;H;IF;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;E;SI1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;G;SI1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;SI1;EX;EX;GIA;"[4000;6000)"
"[1.2;1.3)";Ideal;I;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;F;SI1;EX;EX;AGSL;"[4000;6000)"
"[1;1.2)";Good;G;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Ideal;I;VVS2;ID;ID;AGSL;"[4000;6000)"
"[1.2;1.3)";Very Good;H;SI1;VG;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Fair;H;VS2;G;G;GIA;"[4000;6000)"
"[1;1.2)";Good;G;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;E;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;E;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;EX;G;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;VG;G;GIA;"[4000;6000)"
"[0.9;1)";Very Good;D;SI1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Ideal;D;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;VG;EX;GIA;"[4000;6000)"
"[1;1.2)";Good;E;SI1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Fair;F;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VS1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VS1;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VS1;G;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;D;VS1;VG;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;F;SI1;VG;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;E;SI1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Good;D;VS2;G;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;E;VS1;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Signature-Ideal;I;VS2;ID;ID;AGSL;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;F;SI1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;D;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;D;SI1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;G;SI1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;F;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;D;SI1;VG;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;I;VS1;ID;ID;AGSL;"[4000;6000)"
"[1.2;1.3)";Very Good;I;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;SI1;EX;EX;GIA;"[4000;6000)"
"[1.2;1.3)";Good;I;VS1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;F;SI1;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;VS2;VG;EX;GIA;"[4000;6000)"
"[1.2;1.3)";Ideal;I;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;EX;EX;AGSL;"[4000;6000)"
"[1.2;1.3)";Ideal;I;VS2;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;F;VS2;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;E;VS2;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VS2;G;G;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;VS1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;G;VG;GIA;"[4000;6000)"
"[1;1.2)";Fair;F;VS2;VG;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;E;SI1;ID;ID;AGSL;"[4000;6000)"
"[1.2;1.3)";Ideal;I;SI1;ID;ID;AGSL;"[4000;6000)"
"[1;1.2)";Very Good;G;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;EX;EX;GIA;"[4000;6000)"
"[1.2;1.3)";Ideal;I;VS2;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Good;E;VS2;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VS2;G;G;GIA;"[4000;6000)"
"[1;1.2)";Ideal;F;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;F;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Good;G;VS2;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;D;VS1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;I;VS1;ID;ID;AGSL;"[4000;6000)"
"[1.2;1.3)";Very Good;I;VS1;G;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Very Good;I;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;F;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;G;SI1;VG;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Ideal;H;SI1;VG;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Very Good;I;VS2;G;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;G;VS2;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Good;G;VS2;EX;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Very Good;I;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;F;SI1;EX;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;E;VS2;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;G;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;VS2;VG;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;G;G;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VS2;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VVS1;EX;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Very Good;I;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;G;VS1;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VVS2;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;G;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;F;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;SI1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Very Good;G;VVS1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;D;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;G;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;G;VS2;EX;G;GIA;"[4000;6000)"
"[1;1.2)";Good;G;VS2;VG;G;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Good;E;SI1;VG;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;F;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;I;VS1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;F;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VS2;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;VS2;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;F;VS2;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;H;VS1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;E;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;H;VS2;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;I;VS1;ID;ID;AGSL;"[4000;6000)"
"[1;1.2)";Ideal;I;VS1;ID;ID;AGSL;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;G;G;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;EX;G;GIA;"[4000;6000)"
"[1.2;1.3)";Very Good;I;SI1;G;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Very Good;I;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Ideal;I;VS2;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;E;SI1;VG;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Very Good;I;VS2;G;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Ideal;I;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;G;VS2;EX;G;GIA;"[4000;6000)"
"[1.2;1.3)";Very Good;I;VS1;G;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;VS2;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;D;VS1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;E;VS2;VG;VG;GIA;"[4000;6000)"
"[1.2;1.3)";Ideal;I;SI1;EX;EX;GIA;"[4000;6000)"
"[1;1.2)";Very Good;E;VS2;G;G;GIA;"[4000;6000)"
"[1.2;1.3)";Very Good;I;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;D;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;F;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;H;VS2;EX;EX;AGSL;"[4000;6000)"
"[1.2;1.3)";Very Good;I;VS2;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;E;VVS2;G;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;VG;EX;GIA;"[4000;6000)"
"[0.9;1)";Ideal;G;VS2;EX;EX;GIA;"[4000;6000)"
"[1.2;1.3)";Good;H;SI1;VG;G;GIA;"[4000;6000)"
"[1.2;1.3)";Good;H;SI1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;E;VS2;G;VG;GIA;"[4000;6000)"
"[1;1.2)";Good;G;VS2;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Ideal;I;VS1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Very Good;D;VS1;VG;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;H;SI1;G;VG;GIA;"[4000;6000)"
"[1;1.2)";Very Good;D;SI1;G;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;E;SI1;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;VS2;G;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;H;VS1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;SI1;G;VG;GIA;"[6000;8000)"
"[1;1.2)";Fair;E;VS2;VG;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Good;H;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS2;VG;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;VS1;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;E;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;G;VS1;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;EX;VG;GIA;"[6000;8000)"
"[0.9;1)";Ideal;F;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;D;SI1;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;F;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;VG;VG;GIA;"[6000;8000)"
"[0.9;1)";Good;G;IF;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;D;SI1;G;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;H;VS1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;G;SI1;G;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;I;VVS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;E;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;SI1;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;H;SI1;G;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;G;G;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;G;SI1;VG;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Good;G;SI1;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;I;VS1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;G;G;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;VS2;VG;G;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;VS2;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;F;SI1;VG;EX;GIA;"[6000;8000)"
"[0.9;1)";Very Good;G;VVS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Signature-Ideal;I;SI1;ID;ID;AGSL;"[6000;8000)"
"[1;1.2)";Very Good;H;VS1;G;G;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;G;G;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;H;VS2;VG;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;I;VS1;VG;VG;AGSL;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;SI1;ID;EX;AGSL;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;I;SI1;VG;VG;AGSL;"[6000;8000)"
"[1;1.2)";Good;D;VS2;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;VG;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;VS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Good;G;VS2;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;G;SI1;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;SI1;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;E;VS2;G;G;GIA;"[6000;8000)"
"[1;1.2)";Good;E;VS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;E;SI1;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;H;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;D;SI1;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;G;SI1;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;I;VS2;VG;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;D;SI1;VG;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;VS1;VG;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;SI1;ID;ID;AGSL;"[6000;8000)"
"[0.9;1)";Very Good;G;IF;G;VG;GIA;"[6000;8000)"
"[0.9;1)";Ideal;D;VS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Signature-Ideal;I;SI1;ID;ID;AGSL;"[6000;8000)"
"[1.2;1.3)";Very Good;I;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;F;SI1;ID;ID;AGSL;"[6000;8000)"
"[1;1.2)";Good;G;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;I;VVS2;ID;ID;AGSL;"[6000;8000)"
"[1;1.2)";Ideal;I;VVS2;ID;ID;AGSL;"[6000;8000)"
"[1;1.2)";Ideal;I;IF;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;G;G;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Good;D;VS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Good;I;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;EX;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;I;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;E;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;H;VVS2;EX;VG;GIA;"[6000;8000)"
"[0.9;1)";Very Good;D;VS1;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;VS2;VG;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;G;VS1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS2;ID;ID;AGSL;"[6000;8000)"
"[1.2;1.3)";Good;I;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;SI1;VG;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;H;SI1;G;G;GIA;"[6000;8000)"
"[1;1.2)";Very Good;D;SI1;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;H;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;VS2;VG;G;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;E;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Fair;F;VS2;G;G;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;EX;ID;AGSL;"[6000;8000)"
"[0.9;1)";Signature-Ideal;G;VS1;ID;ID;AGSL;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;EX;ID;AGSL;"[6000;8000)"
"[0.9;1)";Ideal;D;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Signature-Ideal;I;VS1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Signature-Ideal;I;VS1;ID;ID;AGSL;"[6000;8000)"
"[1;1.2)";Very Good;D;SI1;EX;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;SI1;EX;EX;GIA;"[6000;8000)"
"[0.9;1)";Ideal;G;VVS1;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;F;VS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;I;VVS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;G;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;H;VVS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;G;VS2;G;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;D;SI1;G;G;GIA;"[6000;8000)"
"[1;1.2)";Very Good;H;VS1;ID;EX;AGSL;"[6000;8000)"
"[1;1.2)";Ideal;G;VS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;E;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VVS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;VS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Fair;E;VS2;VG;G;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;I;VS1;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Very Good;D;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;D;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;G;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;G;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;VG;G;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;G;SI1;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Good;E;SI1;EX;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;G;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Good;G;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;F;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Very Good;E;VS2;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Fair;E;VS2;G;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;G;VS2;EX;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;G;SI1;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;F;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;SI1;EX;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;G;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;G;VS2;ID;ID;AGSL;"[6000;8000)"
"[0.9;1)";Ideal;G;VVS2;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;VS2;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;VS2;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS1;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;G;G;GIA;"[6000;8000)"
"[1;1.2)";Good;E;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;E;VS2;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;E;SI1;EX;ID;AGSL;"[6000;8000)"
"[1;1.2)";Ideal;I;VVS2;ID;ID;AGSL;"[6000;8000)"
"[1.2;1.3)";Very Good;I;SI1;G;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;VS2;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS2;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Signature-Ideal;I;VS1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;G;SI1;VG;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;I;VS2;VG;G;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;D;SI1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;E;SI1;EX;EX;GIA;"[6000;8000)"
"[0.9;1)";Ideal;G;IF;ID;ID;AGSL;"[6000;8000)"
"[1;1.2)";Ideal;H;VS2;ID;ID;AGSL;"[6000;8000)"
"[1;1.2)";Good;F;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS1;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Good;E;VS2;VG;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;H;SI1;G;VG;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;SI1;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;G;SI1;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Ideal;G;VS2;VG;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;G;VS2;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;H;VVS2;VG;G;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;SI1;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Very Good;I;VS1;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Good;F;VS1;EX;VG;GIA;"[6000;8000)"
"[1;1.2)";Very Good;E;VS2;VG;VG;GIA;"[6000;8000)"
"[1;1.2)";Ideal;H;SI1;ID;ID;AGSL;"[6000;8000)"
"[1;1.2)";Good;G;VS2;EX;EX;GIA;"[6000;8000)"
"[1.2;1.3)";Ideal;I;SI1;EX;EX;GIA;"[6000;8000)"
"[1;1.2)";Very Good;D;VS2;G;G;GIA;"[6000;8000)"
